Time (s),Channel 1 (V),Channel 2 (V)
-0.00053248,1.091495297644884,1.798456518001495
-0.00053235,1.098800964694343,1.797463813135988
-0.00053222,1.113412298793261,1.783565945018893
-0.00053209,1.128023632892178,1.777940617447687
-0.0005319600000000001,1.138982133466362,1.780918732044206
-0.0005318300000000001,1.135329299941639,1.777609715825853
-0.0005317,1.138982133466367,1.779264223935031
-0.00053157,1.138982133466359,1.781911436909712
-0.00053144,1.12071796584272,1.776617010960345
-0.00053131,1.157246301090014,1.756432012028373
-0.00053118,1.153593467565285,1.748159471482483
-0.00053105,1.201080303386767,1.756432012028373
-0.00053092,1.197427469862038,1.735916111474566
-0.0005307900000000001,1.204733136911493,1.74286504553311
-0.0005306600000000001,1.219344471010408,1.733599800121721
-0.00053053,1.230302971584609,1.722018243357468
-0.0005304,1.24491430568352,1.717385620651772
-0.00053027,1.263178473307168,1.710105784971389
-0.00053014,1.274136973881356,1.699847834694485
-0.00053001,1.288748307980274,1.696869720097965
-0.00052988,1.299706808554462,1.688266277930239
-0.0005297500000000001,1.310665309128645,1.685619064955555
-0.0005296200000000001,1.317970976178106,1.680986442249858
-0.00052949,1.328929476752301,1.671390295216621
-0.00052936,1.336235143801761,1.666426770889087
-0.00052923,1.347193644375944,1.661794148183391
-0.0005291,1.358152144950133,1.654183410881172
-0.00052897,1.369110645524321,1.645910870335282
-0.00052884,1.38006914609851,1.639623739520406
-0.0005287100000000001,1.391027646672693,1.634991116814709
-0.0005285800000000001,1.401986147246881,1.627049477890656
-0.00052845,1.412944647821077,1.61811513410109
-0.00052832,1.420250314870538,1.614144314639063
-0.00052819,1.431208815444721,1.61215890490805
-0.00052806,1.43851448249418,1.607195380580516
-0.00052793,1.445820149543639,1.601570053009311
-0.0005278,1.445820149543639,1.598922840034626
-0.00052767,1.460431483642557,1.593959315707092
-0.0005275400000000001,1.467737150692012,1.586017676783041
-0.00052741,1.471389984216749,1.585024971917529
-0.00052728,1.478695651266207,1.579730545968159
-0.00052715,1.486001318315663,1.574436120018792
-0.00052702,1.493306985365122,1.570465300556765
-0.00052689,1.493306985365122,1.564509071363724
-0.00052676,1.511571152988769,1.560538251901697
-0.00052663,1.511571152988769,1.570465300556765
-0.0005265000000000001,1.504265485939313,1.55987644865803
-0.0005263700000000001,1.522529653562949,1.557560137305177
-0.00052624,1.518876820038234,1.553589317843147
-0.00052611,1.533488154137147,1.550280301624788
-0.00052598,1.537140987661875,1.539360548104218
-0.00052585,1.544446654711334,1.528109892961807
-0.00052572,1.555405155285522,1.519837352415917
-0.00052559,1.56636365585971,1.507924894029836
-0.0005254600000000001,1.577322156433894,1.499983255105785
-0.0005253300000000001,1.588280657008082,1.494027025912743
-0.0005252,1.595586324057551,1.489063501585204
-0.00052507,1.606544824631737,1.483769075635834
-0.00052494,1.613850491681193,1.478474649686467
-0.00052481,1.617503325205922,1.475827436711782
-0.00052468,1.624808992255381,1.475496535089947
-0.00052455,1.628461825780111,1.471525715627919
-0.0005244200000000001,1.632114659304839,1.472518420493426
-0.0005242900000000001,1.635767492829568,1.465569486434882
-0.00052416,1.639420326354301,1.460936863729181
-0.00052403,1.643073159879028,1.462591371838356
-0.0005239,1.643073159879028,1.458620552376331
-0.00052377,1.646725993403758,1.45795874913266
-0.00052364,1.657684493977946,1.455973339401646
-0.00052351,1.661337327502675,1.448362602099427
-0.00052338,1.661337327502675,1.443068176150057
-0.0005232500000000001,1.672295828076859,1.441082766419045
-0.0005231200000000001,1.668642994552136,1.437442848578854
-0.00052299,1.67229582807687,1.430163012898467
-0.00052286,1.686907162175781,1.425199488570935
-0.00052273,1.686907162175781,1.420566865865237
-0.0005226,1.69786566274997,1.417919652890552
-0.00052247,1.69786566274997,1.414610636672196
-0.00052234,1.701518496274699,1.408985309100991
-0.0005222100000000001,1.708824163324155,1.414610636672193
-0.0005220800000000001,1.694212829225247,1.416926948025044
-0.00052195,1.708824163324155,1.401043670176935
-0.00052182,1.701518496274709,1.398727358824091
-0.00052169,1.723435497423076,1.408323505857319
-0.00052156,1.712476996848888,1.38416768746332
-0.00052143,1.716129830373617,1.390123916656361
-0.0005213,1.727088330947805,1.386153097194334
-0.0005211700000000001,1.727088330947805,1.38714580205984
-0.0005210400000000001,1.727088330947805,1.387807605303512
-0.00052091,1.730741164472535,1.381851376110469
-0.00052078,1.730741164472536,1.377549655026608
-0.00052065,1.734393997997264,1.37589514691743
-0.00052052,1.734393997997264,1.373247933942745
-0.00052039,1.738046831521994,1.373247933942745
-0.00052026,1.745352498571452,1.370269819346225
-0.00052013,1.745352498571452,1.367291704749706
-0.0005200000000000001,1.741699665046724,1.368946212858882
-0.00051987,1.741699665046726,1.367291704749704
-0.00051974,1.74900533209618,1.364975393396855
-0.00051961,1.745352498571452,1.36464449177502
-0.00051948,1.738046831521994,1.369277114480718
-0.00051935,1.741699665046723,1.371924327455403
-0.00051922,1.741699665046723,1.372586130699074
-0.00051909,1.738046831521994,1.367953507993376
-0.0005189600000000001,1.741699665046721,1.363320885287679
-0.0005188300000000001,1.738046831521995,1.367291704749703
-0.0005187,1.741699665046721,1.370931622589894
-0.00051857,1.738046831521994,1.365968098262362
-0.00051844,1.741699665046723,1.363320885287677
-0.00051831,1.738046831521994,1.369608016102554
-0.00051818,1.734393997997264,1.36464449177502
-0.00051805,1.734393997997264,1.358026459338308
-0.0005179200000000001,1.738046831521992,1.353062935010776
-0.0005177900000000001,1.738046831521994,1.35041572203609
-0.00051766,1.730741164472533,1.349423017170579
-0.00051753,1.727088330947814,1.34247408311203
-0.0005174,1.745352498571452,1.333539739322473
-0.00051727,1.734393997997264,1.342143181490199
-0.00051714,1.723435497423076,1.33155432959146
-0.00051701,1.734393997997264,1.328245313373103
-0.0005168800000000001,1.727088330947809,1.327583510129432
-0.0005167500000000001,1.730741164472533,1.319972772827217
-0.00051662,1.727088330947805,1.324274493911072
-0.00051649,1.727088330947805,1.314016543634173
-0.00051636,1.727088330947805,1.315340150121515
-0.00051623,1.730741164472535,1.312031133903159
-0.0005161,1.727088330947805,1.311038429037652
-0.00051597,1.738046831521994,1.308060314441132
-0.00051584,1.730741164472535,1.311700232281323
-0.0005157100000000001,1.727088330947807,1.318980067961703
-0.00051558,1.719782663898346,1.327914411751268
-0.00051545,1.719782663898346,1.328907116616776
-0.00051532,1.719782663898346,1.332216132835131
-0.00051519,1.719782663898346,1.325929002020254
-0.00051506,1.723435497423076,1.316332854987022
-0.00051493,1.723435497423076,1.310707527415817
-0.0005148,1.723435497423076,1.30739851119746
-0.0005146700000000001,1.723435497423076,1.307067609575625
-0.0005145400000000001,1.723435497423076,1.310707527415815
-0.00051441,1.723435497423074,1.311369330659488
-0.00051428,1.719782663898343,1.311038429037652
-0.00051415,1.712476996848888,1.311369330659488
-0.00051402,1.712476996848888,1.305744003088283
-0.00051389,1.712476996848888,1.305744003088283
-0.00051376,1.712476996848888,1.30739851119746
-0.0005136300000000001,1.70882416332416,1.311369330659486
-0.0005135000000000001,1.70517132979943,1.314678346877842
-0.00051337,1.701518496274696,1.32030367444905
